yorum,product_name,Kategori
Faturalarım her ayın 10 unda kesiliyor. Eski taahhütteki tarifem 250 TL ve 10 Haziranda bitecek olduğu için Turkcell tarafından Mayıs sonundan beri aranıyorum. Aynı paketin devamını 450 TL olarak devam edebileceğimi söyleyip durdular. En sonunda aranmamak için 7 Haziranda uygulama üzerinden aynı paketimin taahhüdünü 1 sene daha uzattım. Normalde faturamın kesileceği 10 Haziranda 250 TL ödeyeceğim paketi 7 Haziranda yenilediğim için 3 gün için bana yeni tarifem olan 450 TLlik faturayı kesmişler. 3 gün için kullandığım yüksek paket ve fiyatlı tarifeden 30 günlük fatura kesilmiş. Neden düşük fiyat ödemek varken bile isteye 2 katı bir tutarı ödemek isteyeyim ve bunu seçiyim zaten. Düpedüz nasıl daha fazla para alırız diye insanların boşluk anlarını kovalıyorlar. Sorunum çözülmez ise elveda Turkcell.,Turkcell 2 Gün İçin 30 Günlük Fatura Kesiyor.,Fatura
"11 Şubat 2022 tarihinden beri taşınabilir Wi-Fi modemimde kullandığım data hattımın paketini iptal etmek istedim, dört yüz küsur cayma bedeli ödeyeceksiniz dediler. Neredeyse iki yıldan fazladır kullanıyorum. Aboneliğimin/Paketimin iptal edilmesini istiyorum, hiçbir şekilde cayma bedelini ödemeyeceğim. Bu konuyu Tüketici Hakem Heyetine taşıyacağım. Bahsi geçen numara: 533 ******92 İletişim no: 534 *****220 Mail: o*********@hotmail.com",Turkcell Data Paketi Cayma Bedeli,Fatura
"Turkcell kontratım sona ermesine rağmen kafasına göre paket yenileyerek kullanmadığım halde ücretini talep ediyor. Müşteri hizmetleri dalga geçer gibi konuşuyor, zaten hattımı iptal edeceğim, bir daha bulaşırsam tövbe olsun.",Turkcell Kontrat Uzatmasını Kafasına Göre Yapıyor,Fatura
"Yüksek fatura ödüyoruz. Lütfen yardımcı olun. Müşteri hizmetleri ile kaç defa yazdım, dönüş olmadı. İlgili kişilerin düzeltmesini istiyorum, bekliyorum. Turkcelle yakışmayan davranış. Faturamın düzeltilmesini istiyorum. Konu ile ilgilenmesini istiyorum, bekliyorum.",Turkcell Yüksek Fatura Ödüyoruz,Fatura
Turkcell tyg avantaj adı altında faturama 210 TL eklemiş. Benim yurt dışı bağlantım yok. Bu bedelin iptalinin yapılmasını istiyorum. Aksi takdirde gerekli bütün kanuni yolları uygulayacağım gereğinin yapılmasını talep ediyorum. Hiçbir şekilde yurt dışı konuşmadım.,Turkcell Tyg Avantaj İptali,Fatura
"Turkcell, 1 ay önce değiştirdiğim numarama fatura kesti, yeni numarama fatura gelmedi. Bu yüzden otomatik ödeme talimatı çalışmadı ve hattım kapandı. Haksız yere 250 lira açma kapama bedeli istiyor. Turkcell, kendini bu ufak paralar için rezil ediyor. Sözleşmem bitince, evdeki 5 kişiyle birlikte 1 kişiyi bile Turkcellde bırakmayacağım. Bu haksız sağladığınız kazancı da sorumlu olan kimseye helal etmiyorum.",Turkcell Yanlış Numaraya Fatura Kesiyor,Fatura
Ben Turkcellden Türk Telekoma geçtim. Turkcell otomatik ödemedeki borcumu tahsil etmemiş bu arada. Borcumu nasıl ödeyebilirim? Bana dönüş yaparsanız memnun olurum. Borcumu ödemek istiyorum. Kart kullanımlarıma bakarken fark ettim paranın otomatik çekilmediğini.,Turkcell Borcumu Ödemek İstiyorum,Fatura
"0535***7801 Turkcell faturalı hat sahibiyim. Haziran ayı faturam, Paycelle üye oldunuz ve mesajlaşma işlemi yaptınız gerekçesiyle 380 küsur TL geldi. Önce Turkcell müşteri hizmetlerini, onların yönlendirmesiyle de Paycell müşteri hizmetlerini aradım. Paycell üyeliğiniz var diye bana söylediler. Benim sözüm üzerine üyeliğimi ve iki faturayı iptal ettiler. Ancak birini iptal etmiyorlar. Gerek Turkcell gerekse Paycell yetkilileriyle görüşmeme rağmen faturayı iptal etmediler. Çeşitli entrikalarla üye yapıyorlar. İnsanları bu şekilde mağdur ediyorlar. Yansıtılan faturanın tamamının iptalini istiyorum. Turkcell şemsiyesi altında Paycell adıyla insanları mağdur etmek hiç yakışmıyor.",Turkcell Yanlış Üyelik Nedeniyle Yüksek Fatura Şikayeti,Fatura
"Turkcell hattımı Paycell denilen şeye kapattığım halde, geçen ay faturama Paycell ödemesi olarak ek ücret yansıtılmış ve faturam yükseltilmiştir. Daha önceki yıllarda da Paycell ödemeleri sebebiyle tarafımdan haksız ödeme alınmıştır. Faturama eklenen 208,90 TLnin iptalini talep ediyorum.",Turkcell Faturam A Eklenen Ek Ücret,Fatura
Telefon faturamı incelediğimde iletişim ücretlerine +diğer ücretler (Telsiz kullanım aylık taksit) diye bir rakam ekleniyor bu her telefon faturasında zorunlumu. Zorunlu ise anlaşma yapılırken neden belirtilmiyor. Zorunlu değilse yansıtılmamasını rica ederim.,Turkcell Telsiz Kullanım Aylık Taksiti Hakkında,Fatura
"Turkcell haksız kazanç sağlıyor. Açma kapama bedeli yasal değil. Bir de son gün fatura ödemesi yapacakken, akşam tahsilat dışı deyip kullanımlarımın kısıtlandığı mesajı geldi. Hem suçlu hem de güçlü. Derhal o açma kapama bedeli kaldırılmalı. Turkcell, 10 yıllık müşterinden haksız kazanç sağlayamazsın.",Turkcell Açma Kapama Bedeli,Fatura
5442****97 no.lu hattımın taahhüt süresi bittikten belli bir süre sonra operatör değiştirdim. Bu arada Turkcell hiçbir onayım ve haberim olmadan taahüdümü yenileme. Ben operatör değiştirince son faturama cayma bedeli yansıtmış. Kesinlikle kabul edilemez. Derhal bu ücretin iptalini talep ediyorum. Aksi halde gerekli hukuki yollara başvuracağım. Bunun yanında sürekli fatura ödenmedi diye rahatsız ediliyorum. Yeter artık! İyi ki hattımı başka operatöre taşıdım.,Turkcell Onayım Olmadan Taahüdümü Yenilemiş.,Fatura
"Merhabalar, Biz Turkcell kurumsal hat kullanıyoruz. Yaklaşık 3 ay önce müşteri temsilcisi E*** Bey geldi ve indiriminiz bitiyor, 2 adet yeni hat tahsisi edilmesi lazım dedi. Ayrıca bu 2 hatta sadece vergi bedeli olan 30 TL yansıyacağını söyledi. Ancak son ay 439 TL olmak üzere her ay fatura yansıdı ve konuyla ilgili kimse yardımcı olmuyor. Resmen kandırıldığımızı düşünüyoruz. Şirket İsmi: Cihan Tarım Zirai İlaç Gübre ve Tekstil Ürünleri Tic. Ltd. Şti. Vergi No: 2090058341",Turkcell Kurumsal Hat Problemi,Fatura
"Haziran 2024 tarihli fatura detayımda 53*******21 hattıma onayım olmadan paket istemi Turkcell İletişim Hizmetleri a. Ş. Tarafından ""480 TL paket aşımı görmekteyim. Faturama yansıtılan, tarafıma bilgi vermeden ve onayım alınmadan hukuksuzca yapılan bu işlemin iptalini rica ediyorum. Mağduriyetimin giderilmediği takdirde hukuki yollara başvuracağımı Turkcell İletişim Hizmetleri a. Ş.\ye belirtmek istiyorum, bilginize.",Turkcell Fatura Ödeme Ve Eksik Bilgi,Fatura
"01 Haziran - 10 Haziran tarihleri arasında yurt dışına çıktım. Gitmeden önce müşteri hizmetleri ile yaptığım görüşmede, Türkiyede kullandığım tarifenin aynısının yurt dışında da geçerli olacağını ve günlük 210 TL ile bunu aktif edebileceklerini veya kendim otomatik ayarlardan açabileceğimi söylediler. Gittiğim ülke Fransada bu dediklerinin hepsini yapmama rağmen maalesef Turkcell hiçbir şekilde çekmedi ve şebeke problemi yaşadım. Defalarca kaldığım otelin Wi-Fi ve gittiğimiz restoran veya kafenin Wi-Fi üzerinden canlı desteğe bağlandım ve telefonumu kullanamadığımı ilettim. Canlı destek ile yazışmalarımın birkaç tanesini ekte görebilirsiniz. Otel veya kafeden ayrıldıktan sonra telefonda ne şebeke vardı ne de internet. Tüm gün boyunca neredeyse telefonumu aksesuar gibi cebimde dolaştırdım. Türkiyeden hiçbir şekilde bana ulaşamadıkları gibi ben de işim gereği hiçbir müşterime ulaşamadım. Ancak ne hikmetse Turkcell gece 01.20de otelde uyurken sinyal alıyor ve gündüz bana yazılan WhatsApp mesajı telefonuma düştüğü için günlük 280 TL tarifeyi uyguluyor. Aynı şekilde 3 gün boyunca sinyal aldığı noktada günlük kullanım ücretini faturama yansıtıyor. Bırakın hizmet almayı, ayıplı hizmet için defalarca Turkcell ile görüşüyorum. Konuşmalarımın hepsinde haklısınız, mağduriyet yaşamışsınız diye cevaplar veriyorlar ancak bu faturama yansıtılan 280*3 840 TLyi iptal etmiyorlar. Ayıplı bir hizmet için sadece üzgün olduklarını söylüyorlar ama iadeye gelince yapacak bir şey olmadıklarını, 210 TL iade yapacaklarını söylüyorlar. Yurt dışına çıkacaksanız farklı çözüm yolları arayın. Tatilimin yarısını neredeyse Wi-Fi olan yerde derdimi Turkcelle anlatmak ile geçti ama sinir seviyenizin yükselmesinden başka bir çözüm olmadı.",Yurt Dışında Turkcell Fiyaskosu,Fatura
Turkcell müşterisiyim ve taahhüt ( sözleşme) sürem dolduğu için beni Turkcell Müşteri hizmetlerinden aradılar. Taahhüt (sözleşme) süremin son gününde Bana önerilen paketlerden birini sundular. Bana faturamın 248 TL + 1 günlük kullanım ücretini yansıtıyoruz dediler. Faturam 464 TL 90 kuruş olarak faturama yansıttılar. Turkcell Müşteri hizmetleri ile görüştüm ancak sorunu çözemediler. Turkcell tarafından söylenen sözün arkasında durmuyorlar. Faturamın 248 TL + 1 günlük kullanım tutarı ile tarafıma yansımasını rica ederim. Fazla tutar çıkan faturam dolayısıyla Şikayetim devam etmektedir.,Turkcell Müşteri Hizmetleri Fatura Şikayeti,Fatura
Adıma kayıtlı 532 *******14 numaralı hattımdan 179 TL değerinde bir şeyin satın alındığı söyleniyor. Kullandığım telefon oyun vb. alımlara uygun olmadığı için bu alımın nasıl yapıldığını gerçekten merak ediyorum. 403 TL fatura gönderilmiş. Alım vb. şeylere uygun olmayan telefon nasıl böyle bir fatura geliyor? Sorun giderilmezse yasal işlem başlatacağım.,Turkcell Fatura Yanlışı Düzeltilmesi,Fatura
"Ablamın Financell hesabından birisi alışveriş yapmış ve Turkcell şu anda bizden 14 bin TL para istiyor. Fatura istiyoruz, gönderemiyorlar. Harcamanın nasıl yapıldığını açıklama deseniz yok ve sizin yüzünüzden başka bankalardan şu anda kredi çekemiyoruz. Financell internet sistemine zaten giriş yapılmıyor. Çözüm bulunuz, yoksa sizleri şikayet edeceğiz.",Turkcell Financell Hesabımızdan Başkalarının Alışveriş Yapması,Fatura
"Haziran 2024 tarihli fatura detayımda 542 *******97 hattıma onayım olmadan Paycell işlemleri Turkcell İletişim Hizmetleri A.Ş. tarafından ""255023443"" işlem adı altında yansıtılan 29,90 TL\yi görmekteyim. Paycell müşteri hizmetleri 0850 622 60 60 numarasını aradığımda oluşturulmuş herhangi bir Paycell hesabım, şifrem, parolam olmadığı halde bu tutarın nasıl yansıtılabileceğini anlamış değilim. Benim Paycell ile ödeme yapma talebim hiç olmamıştır. Faturama yansıtılan, tarafıma bilgi vermeden ve onayım alınmadan hukuksuzca yapılan bu işlemin iptalini rica ediyorum. Mağduriyetimin giderilmediği takdirde hukuki yollara başvuracağımı Turkcell İletişim Hizmetleri A.Ş.\ye belirtmek istiyorum, bilginize.",Turkcell İletişim Hizmetleri A. Ş.,Fatura
Turkcell data hattıma aynı ay içinde çifte fatura kesilmesine rağmen müşteri temsilcileri ya da başka bir yetkili sorunu çözemeyeceklerini söylüyorlar. Aylık 530 TL olan hat için 2024 Haziran ayında 1442 TLlik fatura çıkarılmış. 30 yılında sevgili Turkcelle bu hiç yakışmadı. Fazladan kesilen tutarın iptal edilmesi gerekmektedir.\nTarık K**** fazladan fatura çıkarılan hat numaram -> 0 53*********74,Turkcell Data Hattıma Fazladan Borç Çıkarılıp Fatura Kesilmesi,Fatura
"8 Mayıs 2024 tarihinde Turkcelli arayıp bana uygun fiyatlı bir paket bulamadığımdan faturalı hattımı faturasıza çevirdim. 96 saat içinde işleminiz tamamlanacak denildi. 11 Mayıs günü faturasız hatta geçmiş bulundum ve kesilen fatura 96 TL. Ben fatura kesilene kadar hiçbir kullanımım olmadı, olduysa Turkcellden döküm talep ediyorum. 10 Haziran 2024 tarihinde 131 TL kesilen faturanın dökümünü istiyorum. Her sene aynı olayı yaşamaktan bıktım, sanki parayı yoldan buluyoruz, ayıptır. Ben ekran görüntüsünü aldım, bir an önce açıklama bekliyorum.",Turkcell Den Şikayetçiyim. 10.6.2024 Tarihinde Kesilen Fatura Ne...,Fatura
Turkcellden bilgim dışında mesaj geldi. Playcenter diye bir uygulamaya aboneliğim oluştuğuna dair ve bana 179 TL fazla fatura yansıtıldı. Paramın iade edilmesini istiyorum. Benim bilgim dışında yapılan bir şey için benden ücret talep ediliyor. İadenin gerçekleşmesini istiyorum.,Turkcell Bilgim Dışı Playcenter Aboneliği,Fatura
"Turkcelle ait 0850 222 0 222 numaralı numaradan paket değişikliği yapmam için arandım, geçebileceğim paket ücretlendirmesinin fiyatını belirttiler. Şu an söyledikleri tutarı hatırlamıyorum fakat bana biraz yüksek geldi. Başka bir tarifeniz yok mu diye sordum, o da Türk Telekom ile yeni bir kampanya başlattıklarını istersem beni Türk Telekoma ücretsiz geçirebileceğini, o zaman daha az fatura ödeyebileceğimi söyledi. Ben de kabul ettim. Adresimi ve kimlik bilgilerimi teyit edip, kart adresinize yollanır deyip kapattı. Hattım 2 gün sonra görüşmelere kapatıldı. 1 hafta sonra adresime hat gelmeyince ben Türk Telekomu aradım. Adres teyidi yaptı, 3 iş günü içinde hattınız gelmez ise en yakın bayiden hattınızı gidip alabilirsiniz dedi. Hattım gelmeyince Türk Telekom bayisinden yeni hattımı aldım ve sözleşmeye yine yasal sahibi olarak annem M******* C***** imza attı. Ertesi günü Turkcell birkaç cayma bedelini yansıttığı 1757.43 TL bedelinde dijital bir fatura yolladı. Fakat ben faturama bu kadar çok cayma bedelinin yansıtılacağı hakkında hiçbir şekilde bilgilendirilmedim. Bilgilendirilseydim kesinlikle başka bir operatöre geçmez, teklifi kabul edip aynı operatörü kullanmaya devam ederdim. Turkcell müşteri hizmetlerini arayıp, cayma bedelleri için neden beni bilgilendirmediklerini sorduğumda, Turkcell böyle arayıp kampanyaları haber vermez dediler. Halbuki bunu herkes bilir, en az haftada 2 kere kampanya bilgilendirmesi için arıyorlar. Hatalarını kabul etmeyip üzerine bir de kusura bakmayın deyip aradıklarını kabul etmiyorlar. 1. Si Onlar aramadı ise, bir başkası benim fatura ve kişisel bilgilerim ile nasıl onlar adına arayıp benim hattıma müdahale edebiliyorlar ve benim hattımı kapatabiliyorlar. 2. Si Onlar aradı ise neden bana bildirmeleri gereken cayma bedelleri hakkında beni bilgilendirmeden işlem yapıyorlar. Bunun haksız kazanç olduğunu, şikayetçi olduğumu ve gereğinin yapılmasını arz ederim.",Turkcell Yanlış Bilgilendirme Ve Beklenmedik Cayma Bedeli,Fatura
Turkcell fatura bedeli anlaşma yaptığımda 270 TL iken gelen fatura bedeli 705 TL olmuştur. Bir emekli için çok çok faza bir tutar ile karşılaştım. Acil acil çözüm bekliyorum. Tüketici Hakem Heyetine gitmeden çözülmesini istiyorum. Bu konuda acil sorunumun çözüleceğini umut ediyorum. Şimdiden ilginiz için teşekkür ederim.,Turkcell Fahiş Paket Uygulaması,Fatura
Turkcell faturalı hat kullanıcısıyım. 284 liraya Mega+50 GB paketini kullanıyordum. 1 yıldır taahhüt biteceği gün yine aynı paketi aylık 500 liradan satın aldım. Fakat bu ay ödemem gereken miktar 284 lira olmasına rağmen fatura 500 lira geldi. Ben zaten bu ay 284 liradan kullandım. 284 liradan olan sözleşme 12 ay olmasına rağmen 11 aya düştü ve yine 500 liradan olan 12 aylık sözleşme 13 aya çıktı. Resmen bunun düzeltilmesini talep ediyorum.,Turkcell Firmasının Haksız Kazancı,Fatura
"Turkcell taahhütlü hat tarifesi 20 yıldan fazla süredir Turkcell hat kullanıcısıyım. Taahhüt ettiğim hattın yenilenme zamanı geldi. En son taahhütlü ödediğim fatura bedeli 223 TL iken yeni taahhütlü fatura bedelleri çok yüksek fiyatlarda. Görsel olarak ekliyorum, gerçekten bu kadar fahiş fiyatlar olmaz, hiç olmadı. Turkcell, bu sana yakışmıyor.",Turkcell Uçuk Tarife Fiyatları,Fatura
"11 Haziran 2024 tarihinde Turkcell Faturalı Hat sözleşmem bitti, Sözleşme vs yenilemedim. Turkcell bana Paket tanımlamış ve 550 Türk lirası fatura olacak. Ben aboneliğimi yenilemedim düzeltin şunu. Çabuk düzeltin şunu ben hiçbir şey ödemem kafanıza göre iş yapıyorsunuz diyorum 1 yıl önce mesaj gönderdik diyorlar bir şey yapamayız gibi cevaplar veriyorlar Tüketici Mahkemesine vereceğim bunlarla baş etmek zor devlet bizi mutlaka destekler",1 Yıl Önce Mesaj Gönderdik Ya Turkcell,Fatura
"Midi Life ücretine itiraz ediyorum. Turkcell olarak böyle bir ödemeyi benden neden tahsil ediyorsunuz? Asla kabul etmiyorum. Lütfen bunu iptal edin, yoksa şikayette bulunacağım. Ben bir müşteriyim ve Turkcellde başıma geliyor. Eğer devam ederse başka bir hattı kullanacağım.",Turkcell Lüzumsuz Ödeme Alıyor,Fatura
Bugün evime tebligat geldi Turkcelle yaklaşık 2400 TL borcum varmış ödemezsem evime icra gelecekmiş. Onu bugün Turkcell bayisinde ödedim ama borcum hala mtsde 2000 TL olarak gözüküyor. E devlette borcum silindi ama mtsde neden hâlâ gözüküyor anlamadım.,Turkcell Mts Borcum Ödediğim Halde Silinmedi,Fatura
"Merhabalar, 30.04.2024 Tarihinde kişisel verilerim izinsiz bir şekilde kullanılarak faturasız hattımı Mersin ili Silifke ilçesinde bulunan Turkcell bayisi sözleşmeli faturalıya geçişim yapılarak 12 ay boyunca beni 220 TL borçlandırmıştır. Turkcell Müşteri hizmetleri aranarak Hazır Karta geçiş işlemim sağlanmıştır. Ancak tarafıma bu izinsiz işlemlerden dolayı 247 TL bir fatura yansımıştır. 12.06.2024 tarihinde yine aynı Turkcell bayisi tarafından faturasız hattım kişisel verilerim kullanılarak söylemeli hatta geçişim yapılmıştır. Kişisel verilerimi KVK ihlal edilmesinden dolayı Turkcell bayisinden ve bu yasal olmayan işlemlere ikinci defa izin veren Turkcell Şirketinden şikayetçiyim.",Turkcell Şirketi Ve Güvensiz Bayilikleri,Fatura
"Turkcell faturalı hattımdan iznim olmadan Tramer kaydı sorgulamadan dolayı 190 TL gibi bir ücret faturama yansıtılmıştır. Tramer kaydı sorgulama işlemini yaparken herhangi bir ücret talep edileceği bana bildirilmedi ve ben de Tramer kaydımı yaptım. Kayıt yaptıktan sonra bile faturama şu kadar bir ücret yansıtılacaktır ve benzeri yine söylenmedi. Bugün fatura ödeme tarihim geldi ve faturamı incelediğimde 190 TL Tramer kaydı ücreti geldi. Bana hiçbir şekilde bu işlem ücretlidir denilmedi, tamamen izinsiz bir şekilde yapılmıştır. Müşteri hizmetlerine bağlandığımda yapabileceğimiz bir şeyin olmadığını söylediler. Bana yardımcı olmazsanız operatörümü değiştireceğim ve sizleri mahkemeye vereceğim bilginiz olsun.",Turkcell İznim Dışında Faturama Ücret Yansıttı,Fatura
"Turkcell faturası:\nFaturama, bilgim ve iradem dışında 2.719 TL tutarında Paycell işlemleri yansıtılmıştır. Ancak, bu tutarın sadece 659,99 TLsi geri ödenmiştir. Neden tüm tutarın geri ödenmediğini anlamış değilim.\nBu işlemlerin ne olduğunu göremiyorum ve böyle bir alışveriş gerçekleştirmedim. Bu durum tamamen yanlıştır. Konunun bir an önce düzeltilmesini ve bu tutarın faturamdan düşülmesini talep ediyorum. Aksi takdirde, konuyu başka mercilere taşıyacağımı belirtmek isterim.\nGereğini arz ederim.",Turkcell Faturasına Yansıyan Yanlış Paycell Tutarı,Fatura
Tyg avantaj 2 kez faturama 420 TL yansımış. Müşteri hizmetlerini aradığımda ise ülke sınırları dışına çıkmamış olmama rağmen yurt dışı kullanımıyla ilgili olduğu söylendi. 11 mayısta Bozcaada da Yunanistan şebekesi sinyali aldığı için denildi. Bilgim dışında yansıtılan bu ücreti ödemeyi reddediyorum. Ücret iadesinin tarafıma sağlanmaması halinde de artık başka bir operatör tercih etmek zorunda kalacağımı belirtmek isterim. Herhangi bir yurt dışı kullanımı olmadı. Gereğinin yapılmasını istiyorum.,Turkcell Tyg Avantaj Fiat'ı Olarak Alınan Haksiz Kazanç,Fatura
"Merhaba, Benim telefon numaram 0552****540. Ben 10.05.2024e kadar faturalı Turkcelldeydim. Daha sonra faturasıza geçtim. Bu arada fatura bedelini ödedim. 16.05.2024ten itibaren Bimcelle geçtim. Bugün, 13.06.2024te Turkcellden ödemem için fatura geldi. Bu fatura 6 günlük faturasız bedelim mi? Şayet bunu benden tahsil etmek isterseniz beni hayal kırıklığına uğratırsınız. Ben 122 TL fakir olmam. Ev interneti de Turkcellden. Ben bir sefer öderim. Ömür boyu Turkcell ile alışverişim olmaz. Saygılarımla",Turkcell Fatura Bedeli Tahsil Etme,Fatura
"Hayatımda ilk defa Turkcell fatura borcumu 20 gün gecikmeli ödedim. Hem giden hem de gelen aramalara kapatıldığı yetmezmiş gibi, bugün borcumu ödememe rağmen gelecek faturama 139,27 lira açma-kapama ücreti yansıtmışlar. Bu nasıl bir açma-kapama bedelidir, anlamadım. Anladığım şey, Turkcell pişmanlıktır. İlk fırsatta iptal ettireceğim.",Turkcell Fatura Gecikmesi Ve Yüksek Açma-Kapama Ücreti,Fatura
Turkcell yıllardır kullandığım bir operatör kalitesi belli fakat Apple Store dan satın aldığım ürün ile ilgili suya sabuna dokunmadan faturana yansıt üyeliği adı altında 3 ayda bir para alıyormuş... Bana ne gibi bir hizmet sunuyorsunuz bu para karşılığında? Aradım müşteri hizmetlerini bana verilen cevap yok uygulama bu şekildeymiş... 600/700 lira fatura ödüyorum 30 lira dokunmaz elbette ama insanın zoruna gidiyor her şeyden para ister oldu internet paylaşmak bile paralı...! Yakışmıyor Turkcell gibi bir firma ya,Turkcell'le Bağlan Hayata,Fatura
10.06.2024 tarihinde telefonum yurt dışında hücresel veri kapalı ve telefonumun uçak modu açıkken wi-fi üzerinden Türkiye ile görüşme yaptım. Cep telefonuma günlük yurt dışı tarifeniz devreye girmiştir diye mesaj geldi. Bugün Turkcell çağrı merkezini aradığımda çağrı merkezi görevlisi çok kaba konuşarak siz normal görüşme yapmışsınız dedi. Wi-Fi ile görüşmelerin de ücretlendirildiği söylenmiştir. 4 yıldır sürekli yurt dışına çıkan birisi olarak ilk defa böyle bir olayla karşılaştığımı belirttiğim halde anlamak istememiş aynı cümleyi defalarca kurmuşlardır. Kabul edilmesi mümkün olmayan durum için müşteri hizmetleri görevlileri ve teknik destek ekibi başarısız kalmıştır,Turkcell Uçak Modunda Wıfı İle Kullanımda Alınan Ücret,Fatura
"25.05.2024 Turkcell den biten kontratımı 08.05.2024 yeniledim. Daha sonra Turkcell de çalışan arkadaşlara başka bir operatöre geçiş yaptığım zaman bir sıkıntı olur mu diye bana sadece kullanım ücretini ödeyeceğimi belirttiler. 17.05.2024 Türk Telekom operatöre hattımı taşıdım 25.05.2024 bana Turkcell tarafından kesilen faturanın 239,57 olan tarifenin faturada bana 2210,53 TL olarak yansıttılar. Ben bu faturayı müşteri hizmetlerine itiraz ettim Tüketici Haklarına gitmek için fatura ekstrasını istedim 18 gündür yardımcı olmuyorlar. Turkcelli aradığım zaman oyalamak için gönderdik deyip postaneden almanız gerekli diyorlar postaneye gittiğim zaman benim ismim ve t. C. Numarama gelen bir belge olmadığını belirtiyor postane çalışanları. Bu konuda yardımcı olursanız sevinir.",Turkcell Kontrat Yenileme Ve Fatura Şikayeti,Fatura
"Turkcell tanımadığım numaraların fatura SMS’lerini bana gönderiyor ve bunu düzeltebilecek bir SMS iptal yöntemi yok, biri bitiyor başkası başlıyor. Sürekli yeni bir numara beni ekliyor ve her şikayet açtığımda yeni birisi için açıyorum. Turkcell bana kimsenin fatura mesajları göndermesin. Şu an 5365****54 numaralı kişinin faturaları geliyor.",Turkcell Tanımadığım Kişilerin Fatura Mesajları Bana Geliyor,Fatura
"Geçenlerde bir Turkcell hattı alayım dedim, sadece internet için aldım. Kullanmadan iptal ettirdim. Başka internetli hat varmış, onu alırım diye hattı kapattırdım. Hiç kullanmadığım halde 890 TL fatura çıktı, ödedim. 500 TL daha fatura çıktı. Bu durumu ilgili birimlere bildireceğim ve gereken neyse yapacağım.",Turkcell Alma Para Gider,Fatura
"Turkcell kullanıcılarına fatura kesim tarihini ""her ayın 10\u, 20\si ve 25\i"" olmak üzere 3 seçim hakkı sunuyor. Tüm kampanyalarında ""12 ay taahhütlü"" tarifeler sunuyor. 12 ay fatura dönemi taahhüt verilen fiyattan ücretlendirme yapacağını söylüyor. Taahhüdünüzün 9 ya da 10. Ayında taahhüdünüz bitiyor bildirimleri göndermeye başlıyor. Bunu takip etmeyen kullanıcılar mevcut taahhütlerinde henüz 2-3 ayları varken taahhüt yenileyerek yeni tarife bedeline geçiyor. Ve ücretlendirme koşullarında da taahhüdünüz anında başlar diyor. Aynı fatura dönemi içerisinde eski tarife bedeli ve yeni tarife bedelini kullanım gününe göre oranlayarak faturaya yansıtacağını belirtiyor. Yani prosedür olarak kendini koruyor prosedüre bakıldığında bu şartları kabul etmiş oluyoruz. Ve 12 ay ya da fatura dönemi taahhüt ettiğimiz bedelden fazla ödeme yapmak durumunda kalıyoruz. Ben kendi adıma bu taahhüt döneminde bu dengeyi kırmak istedim. Fatura kesim tarihim her ayın 10\u olarak seçili. Bu yüzden de mevcut taahhüdüm olan ayın 9\una kadar taahhüdümü yenilemedim bekledim, yukarıda ifade etmeye çalıştığım konu ile karşı karşıya kaldım. Aradaki 1 gün için yeni taahhüt bedelini hesaplayarak 10\unda kesilecek faturaya yansıtılacağı bilgisini aldım. Gelecek dönemlerde bu sorunu yaşamak istemediğim için ayın 11\in de tarifemi yenileyip ve bu taahhütsüz kalacağım 1 gün ise telefonumu kullanmayarak, yeni gelecek faturama taahhütsüz kullanım bedeli yansımayacak düşüncesiyle 12 ay verdiğim taahhüdü 12 fatura dönemi ödeyebileceğimi sandım ve müşteri hizmetlerinden de bu şekilde daha iyi olacağı yönünde yönlendirme aldım.\nSonuç olarak ben taahhüdümü 11.06.2024 tarihinde yeniledim ve taahhüt bitiş tarihim 09.06.2025 tarih olarak belirlendi.\nBu gibi durumun tüm kullanıcılarda yaşandığı ve bu küçük kârlar ile varılabilecek noktanın ben farkındayım, sizler de olun. Bu prosedürlere uyan ama taahhüt verilen ödeme sayısı ve tutarındaki tutarsızlıktan doğan haksız kazancı ya da vaat edilen hakkın alınamaması gibi küçük ama etkili pazarlama/satış stratejisini asla etik bulmadığımı ünlemlerle belirtmek isterim. Diğer bir çok operatör taahhüt yenilemeyi mevcut taahhüt bitimi sonrası başlatırken, Turkcell\in bu tutumu hiç yakışmıyor.\nTurkcell eskiden aynı fatura döneminde sizi yeni tarifeye geçirelim dediğinde kullanımlarınızı da buna ekleyelim falan gibi seçeneklerle müşteri memnuniyetini önemserdi, belli ki artık öncelikleri değişmiş şirketin.",Turkcell Taahhüt Yenileme Tarihi Sorunu,Fatura
"2 aydır playcenter aboneliği adı altında faturamda kesinti oluyor. İnterneti fazla girdiğim için faturamın fazla geldiğini düşündüm fakat Turkcell hesabımdan baktığımda aboneliğimin olduğunu fark ettim. Turkcell müşteri hizmetlerini aradığımda, Paycell aracılığı ile aboneliğin gerçekleştiğini söylediler. Paycelli aradığımda ise bir numara verdi o numarayı arayarak iptal edebileceğimi söylediler. O numarayı aradıktan sonra iptal edilmedi 2 aydır ödediğim üyeliğin ve halen ödemekte olduğum üyeliğin ne olduğu hakkında bilgi verilmedi. Hem Turkcell hem Paycell açıklayamayacağı kurumla iş birliği yapmasın, adını kötülemekten başka hiçbir şey değil Lütfen en yakın sürede yardımcı olun",Turkcell Lütfen Bana Yardımcı Olun,Fatura
